"","text"
"1088","first snowed sleet now thunderstorm climatechange"
"1089","us scientists think humans warming planet burning fossil fuels versus public climatechange"
"1090","awaiting iv climatechange conference turkey later year need youth voices"
"1091","chasing ice stunning yet chilling docu really deserved oscar nom much much attention highly recommend climatechange"
"1092","sierra club moving civil disobedience regarding tarsands pipelineyeahh directaction truechange climatechange"
"1093","ill mt"
"1094","pumping gas freezing climatechange"
"1095","hard motivated cold sigh climatechange freezing"
"1096","caller correction climatechange directly tied debt pass cost climatechange future generations"
"1097","cold weather sucks climatechange fact"
"1098","divest"
"1099","can get done"
"1100","hell yes barack see finally mentioning climatechange gayrights"
"1101","quote day obama will respond threat climatechange"
"1102","saw guy u st w sign saying celebrate pres something climatechange wonder happy speech"
"1103","president obama paves way progressivism second inaugural speech climatechange gayrights entitlements forward inaug"
"1104","may still deny overwhelming judgment science president obama inaug stemcellresearch climatechange"
"1105","favorite obama speech time climatechange women marriageequality immigration allthethings"
"1106","justice mlk mlkday stem climatechange inag equality thank"
"1107","climatechange appears hash tag takes flight glad arrived barackglad came senses betterlatethannever science tcot"
"1108","better believe inaug climatechange"
"1109","said mark words will take threat climatechange go"
"1110","president obama pledges action climatechange way go america"
"1111","climatechange boom killed climatechange inauguration"
"1112","right"
"1113","imagine much oil save let idiots people drive algore climatechange oil"
"1114","degrees outside climatechange gonna lay obvi"
"1115","raining january climatechange"
"1116","first cherry blossoms"
"1117","random guy tried tell odyssey fuel leak sorry just water c climatechange"
"1118","jan th yard work snows flying north house climatechange"
"1119","smog visible today la globalwarming climatechange"
"1120","well guess now people taste water vapor atmosphere actually feels like climatechange"
"1121","warmest years since last decade climate climatechange rt"
"1122","chasing ice documentary jawdropping eyeopener"
"1123","solve climate crisis climatechange"
"1124","wtf"
"1125","remember last time lakes froze s jersey happened every winter kid climatechange"
"1126","wait tell grandchildren snow easel like climatechange climatesilence"
"1127","anyone seen captain picards whistle going need soon climatechange tng reference boot fb"
"1128","ever happened winter climatechange"
"1129","like yesterday climatechange"
"1130","°f °c roc globalwarming climatechange real nope way"
"1131","will tell greatgrandchildren snowy winters will think made fairy tale climatechange"
"1132","possible indy warmer la seriously climatechange"
"1133","see want see check climatechange"
"1134","climatechange say im"
"1135","ummm january th climatechange richmond hill pic"
"1136","daaaaaaaaaaaaaamn nice outside climatechange"
"1137","just see ice cream truck dc climatechange"
"1138","dude like degrees last week now climatechange globalwarming ozone balls"
"1139","outdoor seating middle january globalwarming climatechange algore ken uws"
"1140","hail san diego climatechange scary"
"1141","dc md wv days degrees per summer climatechange swelter"
"1142","even heat waves coastal river flooding extreme rainstorms ne climatechange"
"1143","man wish go hike pinnacle today instead working tonight climatechange"
"1144","cool project join king tides photo initiative flickr group"
"1145","iu successfully gone snowy wonderland slippery mud pit less days climatechange"
"1146","although climatechange real worries sure enjoying new balmy chicago winters globalwarming climatechange"
"1147","feels weird wearing just tank top athletic cup work january take climatechange"
"1148","tgf sucks raining weathersucks climatechange"
"1149","nytimes heat flood icy cold extreme weather rages worldwide"
"1150","review g monbiot petition globalwarming climatechange"
"1151","sustybc climatechange sealevelrise"
"1152","snow jordan middle east next climatechange"
"1153","prove mt"
"1154","warm days flu season means people outside people exposed climatechange"
"1155","concerned hear ice cream truck january climatechange"
"1156","able drive windows highway january climatechange"
"1157","christopher flavin renewables create jobs conventional energy climatechange"
"1158","christopher flavin talking germany energy transition climatechange pictwittercomsibgyaba"
"1159","george mave embassy germany dc succesful economies need sustainable energy supplies climatechange pictwittercomjebbwxl"
"1160","germanys path toward sustainable energy now idb climatechange"
"1161","trying find saw article climatechange morning bro can use source paper quite annoying"
"1162","nytimes market mother nature"
"1163","beginning january percent country still moderate severe drought conditions climatechange bigtrouble nyt"
"1164","nashville athens ga cairo il hit greenville sc hit lamar co hit trouble climatechange"
"1165","turned secondworst measure called climate extremes index surpassed climatechange"
"1166","globally warmest years record fell within past years nyt climatechange"
"1167","nytimes s official hottest year ever us climatechange"
"1168","soon will story time nothing else will matter"
"1169","think going die class climatechange"
"1170","big homies crib getting foggy climatechange"
"1171","solve globalwarming climatechange problem must make renewable energy work large scale"
"1172","never wanted team lose bad want nd lose tonight entrepreneurship climatechange rolltideroll"
"1173","sustainably take nonsmelly dump burn match use aerosol spray courtesy flush climatechange"
"1174","wonder"
"1175","tomorrow night just freezing yet two days temp will f crazy climatechange janweather"
"1176","unless tropical fruits need chill climatechange mt"
"1177","omg january cold outside oh ya globalwarming climatechange smh"
"1178","possible change often good embraced"
"1179","watch short film occupysandy take action"
"1180","december los angeles climatechange apocalypsepictwittercomuegieny"
"1181","also see climatechange"
"1182","miss snow unfortunately know probably never regular winter season climatechange"
"1183","climatechange kits log pictwittercomdxasnkfx"
"1184","thundershowers mid dec gettin used climatechange thing climatechange"
"1185","upper fifties day will warmest december warmest year record climatechange"
"1186","skied younger fun lasted though degrees climatechange"
"1187","look like summer middle december ohio climatechange"
"1188","signing holiday epa soot rule cards northampton ma"
"1189","２address fiscal challenge must address climatechange ⇒ climateclifff ⇔ fiscalcliff"
"1190","concert tears already love beach community excited rebuilding ny strong now build climatechange smart"
"1191","nyc sky blue chemtrails now see blue anywhere geoengineering climatechange"
"1192","yesterday warmer thought climatechange"
"1193","crazy weather forecast chicago entering nd consecutive without snow break another record december th climatechange"
"1194","chicagotribune chicago hits record days without measurable snow counting"
"1195","just typical christmas tornadoes florida alabama nothing climatechange"
"1196","policypint climatechange"
"1197","wrong moths december new england well yeah climatechange"
"1198","tuned now teclive talking social media climatechange sansandy near dear solarchsolarchat"
"1199","chicago break record longest streak days without snow today"
"1200","warbler well north normal range makes rare pe appearance"
"1201","climate changing people go lives probably late much even believe climatechange"
"1202","times really changing remember december minnesota bikinis tropical drinks climatechange pictwittercomkziqei"
"1203","think climatechange feel like monster car ineedabike pedalpower livelocal insight»foresight"
"1204","check new climatechange denial propaganda"
"1205","mitigates effects climatechange collaboration key pictwittercomzmeemomn"
"1206","countries conflict extremely vulnerable climatechange pictwittercomskpsda"
"1207","important remind people climatechange tangible pictwittercomfwsm"
"1208","first question sandy martha arguello said raised awareness climatechange us pictwittercomhrppory"
"1209","women ones suffer climatechange pictwittercomztzlayjp"
"1210","getting ready great discussion climatechange womenpictwittercommseavym"
"1211","seriously winter climatechange"
"1212","bright side waiting climatechange deal years heavy weather strengthen resolve"
"1213","eyes geneva weekend thecall europeansummit climatechange"
"1214","anyone stop consider study reduction carbon emissions result nhl season far canada lockout climatechange"
"1215","typhoon yet another wake call take climatechange seriously ignorance inaction literally costing lives philippines"
"1216","def seen impact wi winters"
"1217","way go"
"1218","climbing ice powerful moving sad later hopeless individuals re climatechange"
"1219","degrees den sunny every windows open yet will stubbornly make chili play xmas music imagination climatechange"
"1220","ron sims tells southeast florida regional compact run faster nation needs climatechange"
"1221","ron sims former hud dep sec king county washington exec encourages us southeast florida regional compact climatechange summit"
"1222","south florida regional climatechange summit climatechange"
"1223","sandy climatechange forum future nyc"
"1224","prepare worst says goldstone expect large droughts floods etc climatechange managingourplanet environment"
"1225","possible consequences inc population accelerated climatechange foodcrises humanitarian crises goldstone managingourplanet"
"1226","syracuse gone s sunshine s snowfall mere hours secondcomingofdarwin climatechange theendofdays"
"1227","talking agricultural producers cowichan valley might adapt climatechange"
"1228","good climatechange debate bill nye"
"1229","well rain unexpected snow now december climatechange"
"1230","warm enough open window december indiana creepy reduce carbon footprint polarbears savetheartic climatechange"
"1231","climatechange film carbon nation watching class utter propaganda van jones communist watermelon tcot"
"1232","degrees chicago december rd gonna die climatechange endisnigh"
"1233","chicagotribune highly unusual degree temps chicago"
"1234","lovely spring day climatechange"
"1235","feels like spring right now chicago december believe jortsweather climatechange"
"1236","give fuck grandkids will eat distill urine water degrees dec climatechange"
"1237","degrees december means things climatechange wawaicecoffee"
"1238","raining seattle since wedding july climatechange"
"1239","co emissions reached records appears par climatechange unfccc"
"1240","pretty warm december supposed even warmer next couple days climatechange fb"
"1241","chicagotribune degree weather monday chicago"
"1242","degrees temperature though really going climatechange"
"1243","yeah weather scaring rather cold december like supposed climatechange"
"1244","forecasted highs next three days totally normal beginning december right climatechange"
"1245","fucking kidding degrees fuckingchicagoweather climatechange onetoomanyhashtags"
"1246","cottotrout good fight still believe s st dec oklahoma climatechange"
"1247","chasing ice climatechange"
"1248","sandy saying climatechange eyewitness extreme weather"
"1249","just watched"
"1250","drought intensifies across large parts minnesota"
"1251","welcome u warm weather w open arms gotta luv climatechange climatechange"
"1252","nytimes un agency says ranks among hottest years climatechange taking place eyes p"
"1253","kinda fucked can walk walgreens hoodie see christmas decorations place climatechange"
"1254","climatechange via"
"1255","just fight backyard backyard anymore john fox gasland fracking climatechange nimby"
"1256","glad together going make difference"
"1257","local meteorologist afraid talk climatechange also chat cakeboss"
"1258","inevitable cold degree change within days surely way climatechange"
"1259","climate clock"
"1260","now time wish full service gas stations still existed coldastits climatechange"
"1261","empire state building glaciers chasingice climatechange"
"1262","hours pages later done unit study climatechange productive"
"1263","climatechange security"
"1264","emergence arctic navigation routes impact trade super intriguing climatechange arcticengineering"
"1265","saw dramatic display melting glaciar ice"
"1266","track warmest year ever us climatechange noaa"
"1267","yikes scary"
"1268","found odd even ed cars get gas certain days post sandy central nj climatechange remindyouofanything"
"1269","action agriculture needed upcoming un climate talks"
"1270","sun went dark outside climatechange truths"
"1271","degrees month christmas think climatechange"
"1272","conservation dirtyweather climatecrisis climatechange"
"1273","still arguing climatechange real whether like pictwittercomfdomvl"
"1274","help promote small business mitigate climatechange promoting big corporate interests csaan central saanich special"
"1275","limits growth apply local governments seriously people wanting costco walmart inconsistent w controlling climatechange"
"1276","dustbowlpbs foxnews s d dust skeptics devastation needed change course climatechange"
"1277","watching"
"1278","younger never lived colder month thsn october"
"1279","interesting climatechange stat"
"1280","thisiswhywecanthavenicethings"
"1281","struggle end climatechange important moral fight ever planet"
"1282","put pressure counts desmond tutu divestnow dothemath connectthedots climatechange"
"1283","way"
"1284","pics info flooding around noaa offices new normal"
"1285","martin luther kings son climatechange real climatechange martinlutherking mlk cleanenergy"
"1286","giving another talk today resources impact climatechange youngest group yet th graders hope get"
"1287","damage frm sandy less w climatechange way wpiss poor infrastructurepreparation newyork newjersey climatechange"
"1288","pelosi talking health planet"
"1289","vomit"
"1290","proud president"
"1291","firm believer climatechange real obligation something obama climatechange"
"1292","green building doubters right greenbuild climatechange energyefficiency ma"
"1293","sold climatechange man made agree man contributes however wo major change asia pointless weather"
"1294","incredible mt"
"1295","wonderful weather weekend almost ° days now snowing climatechange"
"1296","wake may gonna hibernate since migrate southward snow climatechange"
"1297","face visual rapid alrmng rate globalwarming climatechange deny reality watching"
"1298","indiansummer city climatechange"
"1299","study suggests middle class vulnerable hunger food shortage due climatechange via"
"1300","going awesome mt"
"1301","much agree mt"
"1302","sandy roadblock beautiful beach day climatechange aftermath solarchat"
"1303","dothemath tour"
"1304","sign dothemath dothemathtour climatechange movement youth dirty"
"1305","eating lunch outside november climatechange"
"1306","nov degrees chicagoanyone think globalwarming myth climatechange"
"1307","junk science"
"1308","lemme get straight tropical storm blizzard week later spring days later ok republicanz climatechange nyc"
"1309","awesome"
"1310","just saw two severed lamb heads street hood many questions guess gotta get used now climatechange"
"1311","article day letter"
"1312","second week november s crazy climatechange"
"1313","impressive documentary climatechange"
"1314","double hit sandy easter ec degrees weekend someone say climatechange"
"1315","attending comprehensive conference environmental sustainability issues impact election climatechange"
"1316","sitting cold dark room njny one best places rethink ur stance climatechange sandy climatechange chasingice"
"1317","consecutive warmeraverage months us reports cooleraverage temperatures october noglobalwarming climatechange"
"1318","walking autumn wonderland nyc climatechange pictwittercomzsaxvtca"
"1319","hurricane hits nyc snowstorm within week halloween years row athena climatechange strange weather pictwittercomtnyxwcg"
"1320","kickoff dothemath tour bc packed"
"1321","capitalism cause giant fail tonight climatechange money redbulls"
"1322","hour hour fifteen minute drive athena snow climatechange ny"
"1323","accumulation looks like climatechange brooklynproblems"
"1324","singapore downpours east coast blizzards mess climatechange"
"1325","one week sandy now athena visit lucky guy nyc manhattan noreaster climatechange pictwittercombmchhgh"
"1326","happening blizzard climatechange annoying"
"1327","easter landed really believe bit snow storm raging right now outside window climatechange"
"1328","important home tips"
"1329","light snow feels like start good new england snow season hope climatechange"
"1330","dia despues obama reelection y su alerta destructive power warming planet piden actue como superhero climatechange y renewables"
"1331","november snowing climatechange"
"1332","climatechange unity education civic duty noted obamawins speech like now play list class act"
"1333","nd term agenda campaignreform nationalelectiondayholiday novotersurpression marriageequality climatechange taxreform debtceiling"
"1334","someone finally mentioned climatechange thanks"
"1335","obama mentions warming planet climatechange obama obamavictoryspeech"
"1336","believe cried moreyears wfbhs climatechange ows wakeupvoters dnc legalize mittromney"
"1337","just wanted get profile pic moreyears legalize dnc vote wakeupvoters stonernnation ows climatechange wfbhs"
"1338","oho need come today whole world climatechange wakeupvoters vote moreyears dnc legalize"
"1339","gentle reminder part globalwarming aka climatechange real"
"1340","emotional much stake climatechange healthcare reproductive rightseconomy gay marriage immigration reform election"
"1341","last nights nightmare will come true will vote today will proud vote will gotv obama climatechange"
"1342","mr romney climatechange isnt joke"
"1343","just heard displaced home ny can vote polling location critical address climatechange solar sandy"
"1344","thermostat car says degrees f know live sunny southern cali november climatechange"
"1345","snowing today degrees saturday"
"1346","vote vote vote sandy vote sandynj vote climatechange vote obama"
"1347","ows helping suffering sandy bc core unity justice action climatechange"
"1348","sandy hits nyc elections biggest snow storm hits beijing ccp conclave china us biggest co emitters climatechange g"
"1349","great real true"
"1350","simplepleasures writing cafelife sanfrancisco oceanbeach climatechange"
"1351","sandy wake call world climatechange know unimaginable situation ny w power gas heat"
"1352","little day lily front yard confused seasons nofilter climatechange pictwittercomzdk"
"1353","romney vs sandy video painfully unfunny"
"1354","evidence outweighed politics anymore uppers climatechange sandy"
"1355","yes"
"1356","actually sandy hannitys katrina climatechange"
"1357","read uneducated people climatechange globalwarming seriously almost puke"
"1358","climatechange like cold weather"
"1359","bloomberg endorses obama citing climatechange wrt sandy"
"1360","climatechange"
"1361","mayorbloomberg endorse obama climatechange martinbasirtheedshowthelastwordpoliticsnation"
"1362","ny mayorbloomberg just endorsed obama climatechange"
"1363","bloomberg endorse obama citing climatechange can fix"
"1364","bloomberg want president place scientific evidence risk management electoral politics climatechange issue"
"1365","nyc mayor bloomberg endorses"
"1366","scientists speaking globally climatechange globalwarming want truth barrier island residents"
"1367","single event makes trend line climatechange real pin sandy trend sandys science"
"1368","sandy climatechange"
"1369","people concerns rising ocean levels years one storm proof climatechange"
"1370","dead now many start acting climatechange climateemergency sandy"
"1371","halloween allhallowseve climateaction secretariat bc can name climatechange theme costumes"
"1372","talking climatechange make go away"
"1373","earth going hell hand basket climatechange globalwarming"
"1374","nytimes reckoning realities never envisioned citys founders climatechange"
"1375","just watched kqed s heatharvest pbs informative climatechange impact ca s centralvalley"
"1376","even though climatechange myth still glad live sea level"
"1377","hurricane sandy shows need prepare climatechange cuomo bloomberg say"
"1378","well practice fun lasted currently seeking shelter summer thunderstorm oct climatechange pictwittercomfizjtx"
"1379","reinsurance firms believe climatechange hook devastating effects"
"1380","day sandy climatechange peace anthropocenepictwittercomhljytf"
"1381","generatege adding extensions wind turbine blades creating powercatches windinnovative energy climatechange"
"1382","hopefully bitch sandy brings climatechange national dialogue still cant wait hear deniers rationalize one"
"1383","true climatechange pictwittercomdfbbym"
"1384","new york city now within path hurricanes now frequent occurrence hmm can say climatechange"
"1385","everythinghaschanged texas climatechange ecosystems"
"1386","just watched american president yrs old addressing issues still silent today climatechange guncontrol sorkinpresident"
"1387","living vanisle makes think extra hard s miles away nyc climatechange hand sure yyj csaan"
"1388","thank enough mentioning climatechange mt"
"1389","le vent se lève au qc ailleurs"
"1390","sandy big bend sunset lake shore stormgale warnings climatechange"
"1391","generatesuzuki fragment world events pieces connectedfloodsfireswinds energy climatechange pictwittercomtvwwa"
"1392","generatesuzuki hve altered atmosphere r unprecedented time climatechange energy climatechange firstnations"
"1393","sandy called superstorm million people path gettn worse baltimore climatechange votegreen"
"1394","going ultimate economic cost sandy mean climatechange mitigation efforts"
"1395","autumns nyc random hurricanes mention last years horrible october snow climatechange frankenstorm"
"1396","good news"
"1397","years old seems lot freaky weather now younger climatechange"
"1398","day tomorrow actually happening frankenstorm hurricanesandy climatechange"
"1399","getting ready joey"
"1400","electric yet many impoverished still status quo food policy makes sense energy policy climatechange"
"1401","america forgotten louisiana alaska pristine waters covered oil mitts vision climatechange exxon bp"
"1402","article"
"1403","degrees fairfax today nearly november climatechange pictwittercomiqrk"
"1404","future climatechange mitigation funds allocate resources emitters nonemitters greenhouse gases runs"
"1405","buy land florida dr john mathiason climatechange"
"1406","lecture managing climatechange internationally dr mathiason"
"1407","issues election climatechange"
"1408","honestly think left wing climatechange folks really hope misled right cities drowned just right odd"
"1409","love focus environment whole plan deal climatechangeoh wait happen"
"1410","completely failed address climatechange debates debate"
"1411","discussion climatechange shortsighted dammit debate cnndebate"
"1412","us debate talks climatechange humanrights ndaa changethedebate stopndaa"
"1413","waiting question climatechange one urgent foreign policy issues debates climatesilence"
"1414","sincerely hope debate end without discussion climatechange cnndebate"
"1415","greatest national security change climatechange climatesilence"
