"","text"
"1022","support lot obama saying tonight climate_change stem immigration"
"1023","thank reading mind, m'dear"
"1024","obama: "" can keep believing recent extreme weather events coincidence u want ... sotu climate_change"""
"1025","sotu ""natural gas burns cleaner"" possible? think ! nofracking climate_change cleanenergy potus"
"1026","climate_change highspeedrail"
"1027","research tech energy innovations. cut energy waste american homes climate_change sotu"
"1028","better hurry climate_change"
"1029","obama moves climate_change sotu .... solar cheaper year."
"1030",""" clean energy"" sotu whchat climate_change"
"1031","sotu end addiction oil! climate_change"
"1032","now hearing climate_change sotu pinchmeimdreaming now just need hear abt internetprivacy & drones"
"1033","burkhart must pissing joy right now. climate_change sotu"
"1034","believe climate_change idiots!! sotu. way humans can affect naturally happens earth."
"1035","yea climate_change shout sotu . makes love working"
"1036","sotu fracking, mr. president! climate_change"
"1037","thank , thank , thank ! climate_change sotu"
"1038","climate_change just dangerous manbearpig sotugottabkiddingme"
"1039","sotu climate_change"
"1040","boehner yawned mention climate_change sotu"
"1041","watching sotu"
"1042","heard gwynne dyer climate_change. said gov'ts accept & man made & every military preparing effects. cdnpoii"
"1043","will obama outline action climate_change sotu?"
"1044","issues pale compared climate_change . n. korea nuclear bomb test! uspoli cdnpoli"
"1045","usda farmers: climate_change real &amp; big threat american agriculture"
"1046","wind power cheaper coal? yes australia climate_change uspoli csnpoli wind"
"1047","consider tweeting world debating society, echo chamber, fight club playground? uspoli cdnpoli guns climate_change"
"1048","another oil boom ending alberta? tar sands dying? cdnpoli climate_change business"
"1049","climate_change blame lack snow last year, blame much year. canthaveitbothways davidsuzuki"
"1050","asked siri "" global warming real?"" least got one right. climate_change pic.twitter.commqcmxux"
"1051","climate_change will cost make others millions $ prefer? uspol csnpoli climate_change"
"1052",", homes wo power, mph winds moving massive snow drifts, & last week snow . , climate_change myth. idiots."
"1053","really snow? l..?!?! globalwarming climate_change"
"1054","harper gov't another confession, time misleading report un. climate_change cdnpoli"
"1055","fox said solar power!!! climate_change uspoli"
"1056","solution? stop talking saving planet start talking $ saving ? climate_change"
"1057","everytime eat rayburn house cafeteria shockawe still use styrofoam. climate_change its"
"1058","need believe data. climate_change pic.twitter.comszfddom"
"1059","fox news discovered germany sunnier united states. actually gets much sun alaska. climate_change solar"
"1060","fox really just make stats climate_change? foxnews climate_change uspoli"
"1061","convinced english teacher liberal minded scientologist. badcombo climate_change globalwarming"
"1062","will divesting fossil fuels accomplish publicity? cdnpoii uspoli climate_change"
"1063","making climate_change believer sarah palin? nytimes: warm weather forces changes ahead dogsled race"
"1064","latest reports alberta tar sands. cdnpoii climate_change"
"1065","michigan: report sounds alarm climate_change impacts great lakes region:"
"1066","power outage global warming climate_change"
"1067","nature magazine backs keystone pipeline. fascinating take. cdnpoii climate_change business"
"1068","sierra club canada statement civil disobedienceclimate_change"
"1069","duck migration changing: biologists north american duck symposium show trends later migration ? goodquestion climate_change?"
"1070",":pm january & coat manhattan. week ago f tomorrow supposed f. still think climate_change real?"
"1071","."" snow chicago nd year row january ends little snow season. climate_change even snow picks"
"1072","love talking climate_change"
"1073","resources become scarce weather extreme due climate_change, give away assault rifles guncontrol nobrainer"
"1074","obligatory holy cow nearly january picture. tasteofspring climate_change end"
"1075","anyone else freaked weather? climate_change januarythaw"
"1076","bronencommunity relocation may adaptation strategy can protect residents alaskan native communities climate_change"
"1077","papers discussed arctic event go"
"1078","climate_change trending?! wearing trench coat! january!!!"
"1079","driving window spring toronto climate_change"
"1080","lightening january freaking !! climate_change"
"1081","privilege know, duty act. albert einstein climate_change humanrights incomegap"
"1082","fact: yrs old less, never seen month average temperature! socent susty climate_change"
"1083","dr louis fortier"
"1084","downpour january means free car wash frugalconfessions also climate_change"
"1085","january + torrential downpour rain = climate_change crazyweatherpic.twitter.comvlbhbbiz"
"1086","days ago, dc frozen wasteland. now, warmer san francisco. wtf? wackyweather climate_change"
"1087","storm okay time year.... climate_change ?"
"1088","growing , thunderstorms. january. chicago. climate_change globalwarming"
"1089","climate_change ! pic.twitter.comalphy"
"1090","implementation=key ."
"1091","one creeped weather? climate_change"
"1092","change happen lot faster imagined, unfortunately, kind change need. climate_change"
"1093","talking global warming sushi cashier lifehappens climate_change ("
"1094","first snowed, sleet, now thunderstorm climate_change"
"1095","% u.s. scientists think humans warming planet burning fossil fuels versus % public. climate_change"
"1096","awaiting iv climate_change conference turkey later year. need youth voices!"
"1097","'chasing ice' stunning yet chilling docu. really deserved oscar nom much, much attention. highly recommend climate_change"
"1098","sierra club moving civil disobedience regarding tarsands pipeline...yeahh!! directaction truechange climate_change"
"1099","ill ! mt"
"1100","pumping gas, freezing $$: climate_change"
"1101","hard motivated cold. sigh. climate_change freezing"
"1102","caller, correction: climate_change directly tied debt. pass cost climate_change future generations!"
"1103","cold weather sucks climate_change fact"
"1104","divest"
"1105","can get done?"
"1106","hell yes barack, see finally mentioning climate_change gayrights"
"1107","quote day ""obama: "" will respond threat climate_change"""
"1108","saw guy u st w sign saying celebrate pres something climate_change. wonder happy speech..."
"1109","president obama paves way progressivism second inaugural speech. climate_change gayrights entitlements forward inaug"
"1110",""" may still deny overwhelming judgment science... "" president obama. inaug stemcellresearch climate_change"
"1111","favorite obama speech time. climate_change women marriageequality immigration allthethings!!!"
"1112","justice mlk mlkday stem climate_change inag equality thank"
"1113","climate_change appears& hash tag takes flight. glad arrived barackglad came senses betterlatethannever science tcot"
"1114","better believe inaug climate_change"
"1115","said . mark words! will take threat climate_change! go"
"1116","president obama pledges action climate_change. ....way go. america"
"1117","climate_change! boom! killed . climate_change inauguration"
"1118","right!!"
"1119","imagine much oil save let idiots people '"" drive. algore climate_change oil"
"1120","......... degrees outside climate_change gonna lay obvi"
"1121","raining january climate_change"
"1122","first cherry blossoms ?"
"1123","random guy tried tell odyssey fuel leak. sorry, just water c. climate_change"
"1124","jan. th. yard work snows flying north house. climate_change"
"1125","climate_change?"
"1126","smog visible today la globalwarming climate_change"
"1127","well, guess now people taste % water vapor atmosphere actually feels like climate_change"
"1128","warmest years since last decade: climate climate_change rt"
"1129","chasing ice documentary jawdropping eyeopener!"
"1130","solve climate crisis. climate_change"
"1131","wtf"
"1132","remember last time lakes froze s jersey. happened every winter kid. climate_change"
"1133","wait tell grandchildren snow easel like! climate_change climatesilence"
"1134","anyone seen captain picard's whistle? going need soon! climate_change tng reference boot! fb"
"1135","ever happened winter? climate_change"
"1136","like + yesterday? climate_change ("
"1137","°f (°c) roc. globalwarming climate_change real. nope, way."
"1138","will tell greatgrandchildren snowy winters & will think made fairy tale. climate_change"
"1139","possible indy warmer la? seriously? climate_change"
"1140","see want see check climate_change"
"1141","climate_change say im ."
"1142","ummm... january th... climate_change? ( richmond hill) [pic]"
"1143","daaaaaaaaaaaaaamn nice outside! climate_change"
"1144","just see ice cream truck dc! climate_change"
"1145","dude like degrees last week now ... climate_change globalwarming ozone balls."
"1146","outdoor seating middle january! globalwarming climate_change algore ken uws"
"1147","hail san diego climate_change scary"
"1148","dc, md wv, days degrees per summer . climate_change swelter"
"1149","even heat waves, coastal river flooding, extreme rainstorms ne climate_change"
"1150","man wish go hike pinnacle today instead working tonight. climate_change"
"1151","cool project: join king tides photo initiative flickr group"
"1152","iu successfully gone snowy wonderland slippery mud pit less days. climate_change"
"1153","although climate_change real worries , sure enjoying new balmy chicago winters. globalwarming climate_change"
"1154","feels weird wearing just tank top athletic cup work january, take ! climate_change"
"1155","t.g..f... sucks raining weathersucks climate_change?"
"1156","nytimes: heat, flood icy cold, extreme weather rages worldwide:"
"1157","review g. monbiot, petition globalwarming. climate_change"
"1158","sustybc climate_change sealevelrise ("
"1159","snow jordan, middle east! next? climate_change"
"1160","prove mt"
"1161","warm days flu season means people outside & people exposed climate_change"
"1162","concerned hear ice cream truck january? climate_change"
"1163","able drive windows highway january climate_change"
"1164","christopher flavin: renewables create jobs conventional energy . climate_change."
"1165","christopher flavin talking germany energy transition. climate_change pic.twitter.comsibgyaba"
"1166","george mave (embassy germany dc) succesful economies need sustainable energy supplies. climate_change pic.twitter.comjebbwxl"
"1167","germany's path toward sustainable energy now idb climate_change"
"1168","trying find saw article climate_change morning bro can use source paper. quite annoying."
"1169","nytimes: market mother nature:"
"1170","""..beginning january, percent country still moderate severe drought conditions"" climate_change bigtrouble nyt"
"1171","nashville; athens, ga; cairo, il hit ; greenville, sc hit ; lamar, co hit trouble climate_change"
"1172",""" turned secondworst measure called climate extremes index, surpassed "" climate_change"
"1173","globally, "" warmest years record fell within past years"" nyt climate_change"
"1174","nytimes: s official: hottest year ever u.s. climate_change"
"1175","soon will story time. nothing else will matter."
"1176","think going die class. climate_change"
"1177","big homies crib... getting foggy . climate_change"
"1178","solve globalwarming climate_change problem must make renewable energy work large scale."
"1179","never wanted team lose bad want nd lose tonight! entrepreneurship climate_change rolltideroll"
"1180","sustainably take nonsmelly dump ?? burn match, use aerosol spray, courtesy flush ?? climate_change"
"1181","wonder ?"
"1182","tomorrow night just freezing yet two days temp will f crazy. climate_change? janweather"
"1183","unless tropical, fruits need chill climate_change mt"
"1184","omg january, cold outside!? oh ya... globalwarming climate_change. smh."
"1185","possible, change often good embraced"
"1186","watch short film occupysandy & take action!"
"1187","december los angeles. climate_change apocalypsepic.twitter.comuegieny"
"1188","also see climate_change"
"1189","miss snow! unfortunately, know probably never regular winter season climate_change"
"1190","climate_change kits log pic.twitter.comdxasnkfx"
"1191","thundershowers mid dec? gettin used climate_change thing. climate_change"
"1192","upper fifties day, will warmest december warmest year record climate_change"
"1193","skied younger.. fun lasted though degrees climate_change"
"1194","look like summer middle december? ohio climate_change"
"1195","signing holiday epa soot rule cards northampton ma."
"1196","２address fiscal challenge must address climate_change ⇒ climateclifff ⇔ fiscalcliff"
"1197","concert tears already. love beach community. excited rebuilding ny strong. now build climate_change smart!"
"1198","nyc sky blue chemtrails now see blue anywhere geoengineering climate_change"
"1199","yesterday warmer thought climate_change"
"1200","crazy weather forecast chicago; entering nd consecutive without snow break another record december th climate_change"
"1201","chicagotribune: chicago hits record days without ""measurable"" snow ... counting"
"1202","just typical christmas tornadoes florida alabama. nothing climate_change."
"1203","policypint climate_change"
"1204","wrong, moths december new england, well yeah . climate_change"
"1205","tuned now teclive talking social media climate_change & sansandy near & dear solarchsolarchat"
"1206","chicago break record longest streak ( days) without snow today"
"1207","""warbler well north normal range"" makes rare p.e.. appearance"
"1208","climate changing people go lives. probably late much . even believe . climate_change"
"1209","times really changing. remember december minnesota bikinis tropical drinks? climate_change pic.twitter.comkziqei"
"1210","think climate_change feel like monster car ineedabike pedalpower livelocal insight»foresight"
"1211","check new climate_change denial propaganda"
"1212","mitigates effects climate_change? collaboration key pic.twitter.comzmeemomn"
"1213","countries conflict extremely vulnerable climate_change pic.twitter.comskpsda"
"1214","important remind people climate_change tangible pic.twitter.comfwsm"
"1215","first question sandy martha arguello said raised awareness climate_change us pic.twitter.comhrppory"
"1216","women ones suffer climate_change pic.twitter.comztzlayjp"
"1217","getting ready great discussion climate_change womenpic.twitter.commseavym"
"1218","seriously winter climate_change"
"1219","bright side waiting climate_change deal years heavy weather strengthen resolve."
"1220","eyes geneva weekend. thecall europeansummit climate_change"
"1221","anyone stop consider study reduction carbon emissions result nhl season far? canada lockout climate_change"
"1222","typhoon yet another wake call take climate_change seriously. ignorance inaction literally costing lives. philippines."
"1223","def seen impact wi winters"
"1224","way go"
"1225","climbing ice powerful, moving, sad. later hopeless individuals re climate_change"
"1226","degrees den. sunny. every window's open. yet will stubbornly make chili & play xmas music. imagination climate_change"
"1227","ron sims tells southeast florida regional compact ""run faster; nation needs . "" climate_change"
"1228","ron sims former hud dep sec king county washington exec encourages us. southeast florida regional compact climate_change summit"
"1229","south florida regional climate_change summit climate_change"
"1230","sandy climate_change forum future nyc ("
"1231","? prepare worst, says goldstone. expect large droughts, floods, etc climate_change managingourplanet"
"1232","""possible consequences inc. population accelerated climate_change, foodcrises & humanitarian crises goldstone managingourplanet"
"1233","syracuse gone s sunshine s snowfall mere hours. secondcomingofdarwin climate_change theendofdays"
"1234","talking agricultural producers cowichan valley might adapt climate_change"
"1235","good climate_change debate bill nye"
"1236","well. rain unexpected. snow now. december. climate_change"
"1237","warm enough open window december indiana. creepy. reduce carbon footprint. polarbears savetheartic climate_change"
"1238","climate_change film carbon nation watching class utter propaganda. van jones , communist! watermelon tcot"
"1239","degrees chicago december rd... gonna die climate_change endisnigh"
"1240","chicagotribune: 'highly unusual' degree temps chicago"
"1241","lovely spring day climate_change"
"1242","feels like spring right now chicago december? believe . jortsweather climate_change"
"1243","give fuck grandkids will eat distill urine water. degrees dec! climate_change"
"1244","degrees december means things: ) climate_change ) wawaicecoffee"
"1245","raining seattle since wedding july climate_change"
"1246","co emissions reached records appears par. climate_change unfccc"
"1247","pretty warm december supposed even warmer next couple days.. climate_change fb"
"1248","chicagotribune: degree weather monday chicago?"
"1249","degrees temperature though really going ? climate_change"
"1250","yeah, weather scaring . rather cold december like supposed . climate_change"
"1251","forecasted highs next three days: , , . totally normal beginning december, right? climate_change"
"1252","fucking kidding degrees fuckingchicagoweather climate_change onetoomanyhashtags"
"1253","cottotrout good fight still believe 's st dec oklahoma climate_change"
"1254","""chasing ice"" climate_change"
"1255","sandy saying climate_change? ""eyewitness extreme weather"""
"1256","just watched"
"1257","drought intensifies across large parts minnesota"
"1258","welcome u warm weather w open arms. gotta luv climate_change. climate_change"
"1259","nytimes: u.n. agency says ranks among hottest years climate_change taking place eyes. p"
"1260","kinda fucked can walk walgreens hoodie see christmas decorations place. climate_change"
"1261","climate_change via"
"1262","just fight backyard. backyard anymore. john fox. gasland fracking climate_change nimby"
"1263",", glad together. going make difference."
"1264","local meteorologist afraid talk climate_change. also chat cakeboss"
"1265","inevitable cold degree change within days surely way... climate_change"
"1266","climate clock"
"1267","now time wish full service gas stations still existed. coldastits climate_change"
"1268","empire state building glaciers? chasingice climate_change"
"1269","hours pages later done unit study! climate_change productive"
"1270","climate_change security:"
"1271","emergence arctic navigation routes impact trade super intriguing. climate_change arcticengineering"
"1272","saw dramatic display melting glaciar ice"
"1273","track warmest year ever us. climate_change noaa"
"1274","yikes, scary!"
"1275","found odd even ed cars get gas certain days post sandy central nj climate_change remindyouofanything?"
"1276","action agriculture needed upcoming un climate talks"
"1277","sun went dark outside climate_change truths"
"1278","degrees month christmas, think climate_change"
"1279","conservation dirtyweather climatecrisis climate_change"
"1280","still arguing ...? climate_change real, whether like . pic.twitter.comfdomvl"
"1281","help & promote small business + mitigate climate_change promoting big corporate interests csaan. central saanich special"
"1282","limits growth apply local governments! seriously people, wanting costco & walmart inconsistent w controlling climate_change!"
"1283","dustbowlpbs foxnews s 'd dust skeptics. devastation needed change course climate_change?"
"1284","watching"
"1285","younger, never lived colder month thsn october."
"1286","interesting climate_change stat"
"1287","thisiswhywecanthavenicethings"
"1288",""" struggle end climate_change important moral fight ever planet"""
"1289","""put pressure counts"" desmond tutu divestnow dothemath connectthedots climate_change"
"1290","way"
"1291","pics info flooding around noaa offices. new normal?"
"1292","martin luther king's son ""climate_change real"" climate_change martinlutherking mlk cleanenergy"
"1293","giving another talk today resources & impact climate_change youngest group yet: th graders. hope get ."
"1294","damage frm sandy less w climate_change & way wpiss poor infrastructurepreparation newyork newjersey climate_change"
"1295","pelosi talking health planet"
"1296","vomit"
"1297","proud president"
"1298",""" firm believer climate_change real obligation something "" obama climate_change"
"1299","green building doubters: right greenbuild climate_change energyefficiency ma"
"1300","% sold climate_change man made. agree man contributes however wo major change asia pointless weather"
"1301","incredible! mt"
"1302","wonderful weather weekend almost ° days, now snowing. climate_change"
"1303","wake may, gonna hibernate since migrate southward. snow climate_change"
"1304","face visual rapid & alrmng rate globalwarming & climate_change. deny reality watching"
"1305","indiansummer city climate_change ?"
"1306","study suggests middle class vulnerable hunger & food shortage due climate_change via"
"1307","going awesome! mt"
"1308","much agree mt"
"1309","sandy roadblock beautiful beach day. climate_change aftermath solarchat"
"1310","dothemath tour"
"1311","sign ! dothemath dothemathtour climate_change movement youth dirty"
"1312","eating lunch outside, november. climate_change ("
"1313","nov degrees chicago....anyone think globalwarming myth climate_change"
"1314","junk science."
"1315","lemme get straight: tropical storm. blizzard week later. spring days later... ok republicanz. climate_change nyc"
"1316","awesome:"
"1317","just saw two severed lamb heads street hood. , many, questions. guess gotta get used now? climate_change"
"1318","""article day: letter"
"1319","second week november s ? crazy. climate_change"
"1320","impressive documentary! climate_change"
"1321","double hit sandy 'easter ec, degrees weekend ?!? someone say climate_change?"
"1322","attending comprehensive conference sustainability issues impact election climate_change"
"1323","sitting cold dark room njny one best places rethink ur stance climate_change sandy climate_change chasingice"
"1324","consecutive warmeraverage months, us reports cooleraverage temperatures october"" noglobalwarming climate_change"
"1325","walking autumn wonderland nyc climate_change pic.twitter.comzsaxvtca"
"1326","hurricane hits nyc, snowstorm within week halloween years row. athena climate_change strange weather pic.twitter.comtnyxwcg"
"1327","kickoff dothemath tour bc packed."
"1328","capitalism cause giant fail tonight. climate_change money redbulls"
"1329","hour hour fifteen minute drive athena snow climate_change ny"
"1330",""" accumulation"" looks like... climate_change brooklynproblems"
"1331","singapore downpours east coast blizzards. mess! climate_change"
"1332","one week sandy now athena visit ... lucky guy . nyc manhattan noreaster climate_change pic.twitter.combmchhgh"
"1333",", happening. blizzard climate_change annoying"
"1334","'easter landed! really believe bit snow storm raging right now outside window. climate_change"
"1335","important home tips"
"1336","light snow . feels like start good new england snow season. hope... . climate_change"
"1337","dia despues obama reelection y su alerta ""destructive power warming planet"" piden actue como superhero climate_change y renewables."
"1338","november. snowing. climate_change"
"1339","climate_change, unity, education civic duty noted obamawins speech + ' like now?' play list = class act!"
"1340","nd term agenda: campaignreform nationalelectiondayholiday novotersurpression marriageequality climate_change taxreform debtceiling"
"1341","someone finally mentioned climate_change thanks,"
"1342","obama mentions warming planet.... climate_change obama obamavictoryspeech"
"1343","believe cried . moreyears wfbhs climate_change ows wakeupvoters dnc legalize mittromney"
"1344","just wanted get profile pic . moreyears legalize dnc vote wakeupvoters stonernnation ows climate_change wfbhs"
"1345","oho need come today whole world. climate_change wakeupvoters vote moreyears dnc legalize"
"1346","gentle reminder part, globalwarming aka climate_change real"
"1347","emotional, much stake; climate_change, healthcare, reproductive rights,economy, gay marriage, immigration reform election"
"1348","last night's nightmare will come true will vote today will proud vote. will ? gotv obama climate_change"
"1349","mr. romney, climate_change isnt joke."
"1350","just heard displaced home ny can vote polling location. critical address climate_change solar sandy"
"1351","thermostat car says degrees f! know live sunny southern cali, november! climate_change"
"1352","snowing today.. degrees saturday"
"1353","vote vote vote sandy vote sandynj vote climate_change vote obama"
"1354","ows helping suffering sandy bc core unity & justice & action climate_change"
"1355","sandy hits nyc elections; biggest snow storm hits beijing ccp conclave. china us biggest co emitters. climate_change g"
"1356","great real true"
"1357","simplepleasures writing cafelife sanfrancisco oceanbeach climate_change"
"1358","sandy wake call world climate_change know . unimaginable situation ny w power, gas, heat."
"1359","little day lily front yard confused seasons. nofilter climate_change pic.twitter.comzdk"
"1360","romney vs. sandy (video): painfully (un)funny"
"1361","'evidence outweighed politics anymore' uppers climate_change sandy"
"1362","yes!"
"1363","actually, sandy hannity's katrina. climate_change"
"1364","read uneducated people climate_change globalwarming seriously almost puke."
"1365","climate_change like cold weather!!!"
"1366","bloomberg endorses obama, citing climate_change wrt sandy"
"1367","climate_change"
"1368","mayorbloomberg endorse obama climate_change martinbasirtheedshowthelastwordpoliticsnation"
"1369","ny mayorbloomberg just endorsed obama climate_change !"
"1370","bloomberg endorse obama citing climate_change can fix"
"1371","bloomberg: "" want president place scientific evidence risk management electoral politics."" climate_change issue!"
"1372","nyc mayor bloomberg endorses"
"1373","scientists speaking globally... climate_change globalwarming want truth! (barrier island residents!)"
"1374","single event makes trend line. climate_change real, pin sandy trend sandys. science"
"1375","sandy = climate_change"
"1376","people concerns rising ocean levels years. one storm proof . climate_change"
"1377","dead now. many start acting climate_change ? climateemergency sandy"
"1378","halloween allhallowseve climateaction secretariat bc. can name climate_change theme costumes?"
"1379","talking climate_change make go away"
"1380","earth going hell hand basket. climate_change globalwarming"
"1381","nytimes: reckoning realities never envisioned citys founders climate_change"
"1382","just watched kqed 's. heat&harvest pbs informative! climate_change impact ca 's centralvalley"
"1383","even though climate_change myth, still glad live sea level"
"1384","""hurricane sandy shows need prepare climate_change, cuomo bloomberg say"
"1385","well, practice fun lasted. currently seeking shelter summer thunderstorm oct. climate_change pic.twitter.comfizjtx"
"1386","reinsurance firms believe climate_change hook devastating effects."
"1387","day ... sandy climate_change peace anthropocenepic.twitter.comhljytf"
"1388","generate>ge adding extensions wind turbine blades creating % powercatches windinnovative energy climate_change"
"1389","hopefully bitch sandy brings climate_change national dialogue.. still cant wait hear deniers rationalize one"
"1390","true. climate_change pic.twitter.comdfbbym"
"1391","new york city now within path hurricanes. now frequent occurrence. hmm, can say climate_change?"
"1392","everythinghaschanged texas climate_change ecosystems :(("
"1393","just watched american president. yrs old addressing issues still silent today. climate_change guncontrol sorkinpresident"
"1394","living vanisle makes think extra hard 's miles away nyc climate_change hand sure yyj csaan"
"1395","thank ! enough mentioning climate_change mt"
"1396","le vent se lève au qc +ailleurs"
"1397","sandy big bend sunset. lake shore stormgale warnings. climate_change"
"1398","generate>suzuki fragment world events pieces connectedfloodsfireswinds energy climate_change pic.twitter.comtvwwa"
"1399","generate>suzuki hve altered atmosphere r unprecedented time climate_change energy climate_change firstnations"
"1400","sandy called superstorm . million people path. gettn worse baltimore . climate_change ? votegreen"
"1401","going ultimate economic cost sandy? mean climate_change mitigation efforts?"
"1402","autumns nyc random hurricanes ( mention last year's horrible october snow). climate_change frankenstorm"
"1403","good news"
"1404","'' years old, seems lot freaky weather now younger. climate_change"
"1405","day tomorrow actually happening. frankenstorm hurricanesandy climate_change"
"1406","getting ready joey"
"1407","electric, yet many impoverished.. still, status quo food policy makes sense energy policy. climate_change"
"1408","america forgotten louisiana alaska. pristine waters covered oil. mitt's vision $$$climate_change exxon bp"
"1409","article:"
"1410","degrees fairfax today. nearly november, ? climate_change pic.twitter.comiqrk"
"1411","future climate_change mitigation? funds allocate resources emitters nonemitters greenhouse gases. runs ?!"
"1412",""" buy land florida."" dr. john mathiason climate_change"
"1413","lecture managing climate_change internationally dr. mathiason"
"1414","issues election climate_change?"
"1415","honestly think left wing climate_change folks really hope misled right & cities drowned just ""right"" odd"
"1416","love focus , whole plan deal climate_change...oh wait, happen."
"1417","completely failed address climate_change? debates debate"
"1418","discussion climate_change shortsighted. dammit. debate cnndebate"
"1419","us debate talks climate_change humanrights ndaa changethedebate stopndaa"
"1420","waiting question climate_change, one urgent foreign policy issues. debates climatesilence"
"1421","sincerely hope debate end without discussion climate_change cnndebate"
"1422","greatest national security change? climate_change climatesilence"
"1423","finally listened part climate_change series! excited see come!!"
"1424","world stress human activity."
